seed,maximum observed yield
988057,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509373,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102279,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605507,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937728,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671304,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69304,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381025,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916620,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513966,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121143,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167270,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189890,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111233,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821583,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471428,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628261,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175537,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798173,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674319,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168127,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842309,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148090,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9301,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171879,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392700,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738635,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161569,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259130,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778797,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170801,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694023,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647984,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188502,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128003,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920914,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601228,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483705,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449817,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791377,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292187,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703999,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996877,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452676,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35914,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406491,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5582,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427651,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658882,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235398,99.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
