seed,maximum observed yield
238916,100.0,0.0,0.0,0.0
21533,100.0,0.0,0.0,0.0
896848,100.0,0.0,0.0,0.0
85020,100.0,0.0,0.0,0.0
540725,100.0,0.0,0.0,0.0
350109,100.0,0.0,0.0,0.0
893789,100.0,0.0,0.0,0.0
733348,100.0,0.0,0.0,0.0
742188,100.0,0.0,0.0,0.0
566009,100.0,0.0,0.0,0.0
294001,100.0,0.0,0.0,0.0
682655,100.0,0.0,0.0,0.0
497020,100.0,0.0,0.0,0.0
289467,100.0,0.0,0.0,0.0
724220,100.0,0.0,0.0,0.0
250098,100.0,0.0,0.0,0.0
856800,100.0,0.0,0.0,0.0
844364,100.0,0.0,0.0,0.0
771467,100.0,0.0,0.0,0.0
917819,100.0,0.0,0.0,0.0
882212,100.0,0.0,0.0,0.0
595652,100.0,0.0,0.0,0.0
628718,100.0,0.0,0.0,0.0
46380,100.0,0.0,0.0,0.0
111879,100.0,0.0,0.0,0.0
194050,100.0,0.0,0.0,0.0
375724,100.0,0.0,0.0,0.0
780425,100.0,0.0,0.0,0.0
234872,100.0,0.0,0.0,0.0
795790,100.0,0.0,0.0,0.0
193261,100.0,0.0,0.0,0.0
843557,100.0,0.0,0.0,0.0
198581,100.0,0.0,0.0,0.0
420798,100.0,0.0,0.0,0.0
308629,100.0,0.0,0.0,0.0
965962,100.0,0.0,0.0,0.0
11440,100.0,0.0,0.0,0.0
817812,100.0,0.0,0.0,0.0
419847,100.0,0.0,0.0,0.0
252866,100.0,0.0,0.0,0.0
323251,100.0,0.0,0.0,0.0
804905,100.0,0.0,0.0,0.0
271474,100.0,0.0,0.0,0.0
726098,100.0,0.0,0.0,0.0
451105,100.0,0.0,0.0,0.0
622678,100.0,0.0,0.0,0.0
587925,100.0,0.0,0.0,0.0
900670,100.0,0.0,0.0,0.0
795393,100.0,0.0,0.0,0.0
477514,100.0,0.0,0.0,0.0
