seed,maximum observed yield
340154,99.81,0.0,0.0,0.0
841422,99.81,0.0,0.0,0.0
758795,99.81,0.0,0.0,0.0
387848,99.81,0.0,0.0,0.0
990439,99.81,0.0,0.0,0.0
207678,99.81,0.0,0.0,0.0
999844,99.81,0.0,0.0,0.0
807013,99.81,0.0,0.0,0.0
951545,99.81,0.0,0.0,0.0
973933,99.81,0.0,0.0,0.0
221333,99.81,0.0,0.0,0.0
525875,99.81,0.0,0.0,0.0
702388,99.81,0.0,0.0,0.0
961588,99.81,0.0,0.0,0.0
531264,99.81,0.0,0.0,0.0
847326,99.81,0.0,0.0,0.0
830171,99.81,0.0,0.0,0.0
204847,99.81,0.0,0.0,0.0
295094,99.81,0.0,0.0,0.0
139797,99.81,0.0,0.0,0.0
993173,99.81,0.0,0.0,0.0
919633,99.81,0.0,0.0,0.0
761948,99.81,0.0,0.0,0.0
858957,99.81,0.0,0.0,0.0
564751,99.81,0.0,0.0,0.0
671290,99.81,0.0,0.0,0.0
247358,99.81,0.0,0.0,0.0
523158,99.81,0.0,0.0,0.0
217626,99.81,0.0,0.0,0.0
180172,99.81,0.0,0.0,0.0
768073,99.81,0.0,0.0,0.0
380814,99.81,0.0,0.0,0.0
894190,99.81,0.0,0.0,0.0
293823,99.81,0.0,0.0,0.0
951849,99.81,0.0,0.0,0.0
805346,99.81,0.0,0.0,0.0
87791,99.81,0.0,0.0,0.0
721183,99.81,0.0,0.0,0.0
571882,99.81,0.0,0.0,0.0
863774,99.81,0.0,0.0,0.0
202640,99.81,0.0,0.0,0.0
792660,99.81,0.0,0.0,0.0
533655,99.81,0.0,0.0,0.0
925736,99.81,0.0,0.0,0.0
679770,99.81,0.0,0.0,0.0
233566,99.81,0.0,0.0,0.0
630560,99.81,0.0,0.0,0.0
623429,99.81,0.0,0.0,0.0
196441,99.81,0.0,0.0,0.0
726728,99.81,0.0,0.0,0.0
