seed,maximum observed yield
377210,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946412,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221995,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694209,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18306,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575080,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870338,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307644,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711624,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37962,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227723,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258645,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260074,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4795,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597170,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259509,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950603,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18491,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252862,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311865,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438681,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932346,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424623,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571154,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227248,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764989,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741610,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628622,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53091,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800069,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987257,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485476,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288760,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88780,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482901,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138044,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455735,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983309,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815734,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527795,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838580,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214679,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631344,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128176,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5859,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563957,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35764,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240992,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108072,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729112,98.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
