seed,maximum observed yield
651989,99.81,0.0,0.0,0.0,0.0,0.0
174193,99.81,0.0,0.0,0.0,0.0,0.0
262152,99.81,0.0,0.0,0.0,0.0,0.0
256479,99.81,0.0,0.0,0.0,0.0,0.0
916892,99.81,0.0,0.0,0.0,0.0,0.0
733516,99.81,0.0,0.0,0.0,0.0,0.0
783248,99.81,0.0,0.0,0.0,0.0,0.0
4646,99.81,0.0,0.0,0.0,0.0,0.0
440777,99.81,0.0,0.0,0.0,0.0,0.0
653485,99.81,0.0,0.0,0.0,0.0,0.0
384190,99.81,0.0,0.0,0.0,0.0,0.0
1205,99.81,0.0,0.0,0.0,0.0,0.0
343082,99.81,0.0,0.0,0.0,0.0,0.0
21273,99.81,0.0,0.0,0.0,0.0,0.0
590043,99.81,0.0,0.0,0.0,0.0,0.0
606765,99.81,0.0,0.0,0.0,0.0,0.0
260957,99.81,0.0,0.0,0.0,0.0,0.0
729468,99.81,0.0,0.0,0.0,0.0,0.0
807520,99.81,0.0,0.0,0.0,0.0,0.0
154045,99.81,0.0,0.0,0.0,0.0,0.0
559975,99.81,0.0,0.0,0.0,0.0,0.0
513568,99.81,0.0,0.0,0.0,0.0,0.0
798219,99.81,0.0,0.0,0.0,0.0,0.0
22158,99.81,0.0,0.0,0.0,0.0,0.0
562438,99.81,0.0,0.0,0.0,0.0,0.0
159560,99.81,0.0,0.0,0.0,0.0,0.0
909080,99.81,0.0,0.0,0.0,0.0,0.0
417402,99.81,0.0,0.0,0.0,0.0,0.0
567777,99.81,0.0,0.0,0.0,0.0,0.0
719750,99.81,0.0,0.0,0.0,0.0,0.0
119978,99.81,0.0,0.0,0.0,0.0,0.0
549207,99.81,0.0,0.0,0.0,0.0,0.0
732390,99.81,0.0,0.0,0.0,0.0,0.0
320009,99.81,0.0,0.0,0.0,0.0,0.0
817949,99.81,0.0,0.0,0.0,0.0,0.0
791271,99.81,0.0,0.0,0.0,0.0,0.0
905778,99.81,0.0,0.0,0.0,0.0,0.0
684560,99.81,0.0,0.0,0.0,0.0,0.0
669650,99.81,0.0,0.0,0.0,0.0,0.0
93249,99.81,0.0,0.0,0.0,0.0,0.0
223286,99.81,0.0,0.0,0.0,0.0,0.0
410754,99.81,0.0,0.0,0.0,0.0,0.0
546012,99.81,0.0,0.0,0.0,0.0,0.0
790023,99.81,0.0,0.0,0.0,0.0,0.0
285172,99.81,0.0,0.0,0.0,0.0,0.0
301613,99.81,0.0,0.0,0.0,0.0,0.0
683997,99.81,0.0,0.0,0.0,0.0,0.0
43490,99.81,0.0,0.0,0.0,0.0,0.0
589600,99.81,0.0,0.0,0.0,0.0,0.0
454635,99.81,0.0,0.0,0.0,0.0,0.0
